,Actor Names,Actor Counts
12746,Bret Hart,1
12747,Owen Hart,1
12748,Brian Pillman,1
12749,Blade Hart,1
12750,Mark Achbar,1
12751,Karin Aguilar-San Juan,1
12752,Paul Andrews,1
12753,William F. Buckley,1
12754,Klaus Barbie,1
12755,Marcel Ophüls,1
12756,Johannes Schneider-Merck,1
12757,Raymond Lévy,1
12758,Jack Johnson,1
12759,Rick Rubin,1
12760,Tommy Ramone,1
12761,Dee Dee Ramone,2
12762,Johnny Ramone,1
12763,Joe Ely,1
12764,Guy Clark,1
12765,Kirsty Wark,1
12766,Syd Barrett,1
12767,Joe Boyd,1
12768,Graham Coxon,2
12769,Bradley Beesley,1
12770,Steve Burns,1
12771,Dolly Coyne,1
12772,Kenny Coyne,1
12773,Arthur Allen,1
12774,Albert Allen,1
12775,Stella Benabon,1
12776,Eric Barrett,1
12777,Evelyn Keyes,1
12778,Damon Albarn,2
12779,Alex James,1
12780,Dave Rowntree,1
12781,Harlan Ellison,1
12782,Neil Gaiman,1
12783,Gene Allen,1
12784,Steve Allen,2
12785,Lee Atwater,1
12786,Tucker Eskew,1
12787,Joe Sligh,1
12788,Eric Alterman,2
12789,Charles Bukowski,1
12790,John Bryan,1
12791,Linda Lee Bukowski,1
12792,Evan Scott Perry,1
12793,Dana Heinz Perry,1
12794,Hart Perry,1
12795,Nicholas Kopple-Perry,1
12796,Ralph Nader,1
12797,Pat Buchanan,1
12798,Howard Zinn,1
12799,Cynthia Adler,1
12800,Eric Barreto,1
12801,Mario Cunha,1
12802,Alice Faye,1
12803,Dyan Dwyer,1
12804,Joanne Dwyer,1
12805,R. Budd Dwyer,1
12806,Robert Dwyer,1
12807,Jonathan Demme,1
12808,Alfred Hitchcock,2
12809,Joseph Stefano,1
12810,Martin Scorsese,3
12811,Charles Scorsese,1
12812,Catherine Scorsese,1
12813,Honey Bruce Friedman,1
12814,Kitty Bruce,1
12815,Hans Bethe,1
12816,Holm Bursom,1
12817,Haakon Chevalier,1
12818,Stirling Colgate,1
12819,Jonas Mekas,1
12820,Jane Brakhage,1
12821,Robert Breer,1
12822,Jack Cardiff,1
12823,Ruthie Davis,1
12824,Michael Merrill,1
12825,Philip Wohl,1
12826,Christine O'Connor,1
12827,Frances Reiss,1
12828,Janny Brandes-Brilslijper,1
12829,Rose De Liema,1
12830,Phyllis Antonellis,1
12831,George Bancroft,1
12832,Richard Barrios,1
12833,Edmund Bergler,1
12834,Edward R. Murrow,1
12835,Janet Aemisegger,1
12836,Betty Gossell,1
12837,Freddie Mercury,1
12838,Jer Bulsara,1
12839,Kashmira Cooke,1
12840,Mary Austin,1
12841,Robert Lantz,1
12842,Eleonore Hertzberg,1
12843,Lone Koppel,1
12844,Peter Karena,1
12845,Colleen Karena,1
12846,Llewelyn Ottley-Karena,1
12847,Aurora Ottley-Karena,1
12848,Russ Abbot,1
12849,Michael Ball,1
12850,John Barrowman,2
12851,Huey Long,1
12852,Russell Long,1
12853,David McCullough,2
12854,Jennings Randolph,1
12855,Jon Ronson,1
12856,Anthony Frewin,1
12857,Jan Harlan,1
12858,Christiane Kubrick,2
12859,Angela Davis,1
12860,Mary Lea Bandy,1
12861,Cari Beauchamp,1
12862,Tim Minchin,1
12863,Ryan Larkin,2
12864,Chris Landreth,2
12865,Felicity Fanjoy,2
12866,Annie Albers,1
12867,Marlene Dietrich,1
12868,Bernard Hall,1
12869,Greta Garbo,1
12870,Charles Busch,2
12871,Karen Swenson,1
12872,Jimmy Cleveland,1
12873,Harry Colomby,1
12874,John Coltrane,1
12875,Ray Copeland,1
12876,Josephine Baker,1
12877,Ciro Barcelos,1
12878,Norma Bengell,1
12879,Maria Zilda Bethlem,1
12880,Charles Barkley,1
12881,Larry Bird,1
12882,Clyde Drexler,1
12883,Tommy Giavocchini,1
12884,Patrick Kelley,1
12885,Shirly McCalla,1
12886,Stacey Shulman,1
12887,Miriam Arsham,1
12888,Rita Christiani,1
12889,Bill Withers,1
12890,Clarence Avant,1
12891,Benorce Blackmon,1
12892,Cornell Dupree,1
12893,Forrest J. Ackerman,2
12894,John Badham,1
12895,Sidney D. Balkin,1
12896,Glenn Doherty,1
12897,Florian Fischer,1
12898,Alan Moore,1
12899,Janis Joplin,1
12900,Peter Albin,1
12901,Sam Andrew,1
12902,Dave Getz,1
12903,Idi Amin,1
12904,Natalie Maines,1
12905,Emily Robison,1
12906,Martie Maguire,1
12907,Clayton Allen,1
12908,Wayne Robson,1
12909,Fred A. Leuchter Jr.,1
12910,Robert Jan Van Pelt,1
12911,David Irving,1
12912,Caroline Leuchter,1
12913,Jean Seberg,1
12914,Chuck Berry,1
12915,Ingrid Berry,1
12916,Eric Clapton,1
12917,Robert Cray,1
12918,Aseefa Bhutto Zardari,1
12919,Bakhtawar Bhutto Zardari,1
12920,Bilawal Bhutto Zardari,1
12921,Asif Ali Zardari,1
12922,Dalton Trumbo,1
12923,Paula Antebi,1
12924,Will Barnet,1
12925,Robert Barry,1
12926,Lynda Benglis,1
12927,Elon Bomani,1
12928,Gregg Braden,1
12929,Wayne Dyer,1
12930,Louise Hay,1
12931,Isobel Hawking,1
12932,Stephen Hawking,1
12933,Janet Humphrey,1
12934,Mary Hawking,1
12935,Mike Connors,1
12936,Reeve Brenner,1
12937,Hank Greenberg,1
12938,Alan M. Dershowitz,2
12939,William Friedkin,1
12940,Steve Jones,2
12941,Steve Haberman,1
12942,Bud Abbott,1
12943,Walter Abel,1
12944,Spiro Agnew,1
12945,Martin Anderson,1
12946,Nusrat Fateh Ali Khan,1
12947,Larry Beckett,1
12948,Steve Berkowitz,1
12949,Badly Drawn Boy,1
12950,Ross McElwee,1
12951,Dede McElwee,1
12952,Ross McElwee Jr.,1
12953,Patricia Rendleman,1
12954,Henri Cartier-Bresson,1
12955,Alexander Brooks,1
12956,Robert Delpire,1
12957,Elliott Erwitt,1
12958,Hubert Selby Jr.,1
12959,Darren Aronofsky,1
12960,Bruce Springsteen,1
12961,Roy Bittan,1
12962,Clarence Clemons,1
12963,Mamie Till,1
12964,Wheeler Parker,1
12965,Simeon Wright,1
12966,Ruthie Mae Crawford,1
12967,Maya Lin,1
12968,Emanuel Ax,1
12969,Jonathan Biss,1
12970,Riccardo Chailly,1
12971,Alban Gerhardt,1
12972,Nick Drake,1
12973,Paul Weller,1
12974,Rodney Drake,1
12975,John H. Mayer,1
12976,Marian Galanis,1
12977,GG Allin,1
12978,Merle Allin,1
12979,Shireen Kadivar,1
12980,Mary Brunner,1
12981,Vincent Bugliosi,1
12982,Bruce Davis,1
12983,Lynette Fromme,1
12984,Philip Glass,1
12985,Holly Critchlow,1
12986,Chuck Close,1
12987,JoAnne Akalaitis,1
12988,Klaus Nomi,1
12989,Gabriele Lafari,1
12990,David McDermott,1
12991,Evan Davis,1
12992,Steve Jobs,1
12993,Daniel Kottke,1
12994,Stewart Brand,1
12995,Marjorie Yates,1
12996,Leigh McCormack,1
12997,Anthony Watson,1
12998,Nicholas Lamont,1
12999,Angelo Badalamenti,1
13000,Jack Wrangler,1
13001,Robert Alvarez,1
13002,Brooks Ashmanskas,1
13003,Joan Rivers,1
13004,Jocelyn Pickett,1
13005,Bill Sammeth,1
13006,Larry A. Thompson,1
13007,Alex Rivera,1
13008,Alfonso Allende,1
13009,Arvid Jurjaks,1
13010,Bart Simpson,1
13011,Robert Board,1
13012,Eduardo Cansino,1
13013,Elisa Cansino,1
13014,Maggie Cogan,1
13015,Katina Pendleton,1
13016,Maria Aitken,1
13017,Bageot Bah,1
13018,Stokely Carmichael,1
13019,Dot Allison,1
13020,Marc Almond,1
13021,Alan Bangs,1
13022,John Ehrlichman,1
13023,Barbara Greenspun,1
13024,Brian Greenspun,1
13025,Anton Corbijn,1
13026,Martin Gore,1
13027,Herbert Grönemeyer,2
13028,Charles Eames,1
13029,Ray Eames,1
13030,Jeannine Oppewall,1
13031,Steve Ascher,1
13032,Michael Blumenthal,1
13033,Robert Gardner,1
13034,Dee Dee Geraty,1
13035,Asher Beard,1
13036,Nyan Boateng,1
13037,Renan Ebeid,1
13038,Dwight Howard,1
13039,Luigi 'Titta' Benzi,1
13040,Italo Calvino,1
13041,Dante Ferretti,1
13042,Don Gillis,1
13043,Bruce Freeman,1
13044,Ted Skowronski,1
13045,Ted Livingston,1
13046,RuPaul,1
13047,Tammy Faye Bakker,1
13048,Virginia Fairchild,1
13049,Johnny Grover,1
13050,David Stenn,1
13051,Budd Schulberg,1
13052,Catherine Mulligan,1
13053,Michael Alig,1
13054,Gitsie,1
13055,James St. James,1
13056,Keoki,1
13057,Lillian Carter,1
13058,Rosalynn Carter,1
13059,Elizabeth Hayes,1
13060,Jean Michel Basquiat,1
13061,Richard Weigand,1
13062,Cyndy Schneidau,1
13063,Millie Schneidau,1
13064,Daniel de Oliveira,1
13065,Marieta Severo,1
13066,Reginaldo Faria,1
13067,Andrea Beltrão,1
13068,Marion Barry Jr.,1
13069,Jeff Baxter,1
13070,Eric Bias,1
13071,James Bias,1
13072,David Scott,1
13073,Paul Boensch III,1
13074,Johnny Harra,1
13075,Lawrence Koller,1
13076,Rodney Bingenheimer,1
13077,Exene Cervenka,1
13078,X,1
13079,Maila Nurmi,1
13080,Dolores Fuller,1
13081,Paul Marco,1
13082,Conrad Brooks,1
13083,Joshua Milton Blahyi Jr.,1
13084,Janice Blahyi,1
13085,Joshua Blahyi,1
13086,Josie Blahyi,1
13087,Dan Crane,1
13088,David S. Jung,1
13089,Hadia Ackerman,1
13090,Lance Kasten,1
13091,Pierre Apraxine,1
13092,Dick Cavett,1
13093,Dominick Dunne,1
13094,Raymond Foye,1
13095,Marika Rivera,1
13096,Gabriella Trsek,1
13097,Cornelia Foss,1
13098,Glenn Gould,1
13099,Roger Guenveur Smith,1
13100,Georgina Ransley,1
13101,John Quentin,2
13102,Derek Jarman,1
13103,Avi Arad,1
13104,Jim Goodkind,1
13105,Heston Blumenthal,1
13106,Daniel Boulud,1
13107,Frank Bruni,1
13108,Mike Colameco,1
13109,Amiri Baraka,1
13110,Lenny Bruce,1
13111,William S. Burroughs,1
13112,Jim Carroll,1
13113,Stephen Archibald,2
13114,Paul Kermack,1
13115,Jessie Combe,1
13116,William Carrol,1
13117,Julie Garfield,1
13118,Ellen Adler,1
13119,Joseph Bernard,1
13120,Phoebe Brand,1
13121,Tanya Tree,1
13122,Jean Arthur,1
13123,Montgomery Clift,1
13124,James Dean,1
13125,Howard Hawks,1
13126,Louise Brooks,1
13127,Fred Applegate,1
13128,David Frost,1
13129,Richard Lester,1
13130,John Densmore,1
13131,Robby Krieger,1
13132,Ray Manzarek,1
13133,Jim Morrison,1
13134,Milo Aukerman,1
13135,Joe Baiza,1
13136,Kevin Barrett,1
13137,Scott Becker,1
13138,Burt Bacharach,1
13139,André G. Brunelin,1
13140,Rosemary Clooney,1
13141,Buck Dawson,1
13142,Ray Charles,1
13143,Jack Elliott,1
13144,Gil Gross,1
13145,Arlo Guthrie,1
13146,Mustafa Kemal Atatürk,1
13147,Dorothy Arzner,1
13148,John Beal,1
13149,George Stevens Jr.,1
13150,Dick Kent,1
13151,Ken Marthey,1
13152,Ivan Moffat,1
13153,Garnet Bailey,1
13154,Michael G. Barnett,1
13155,Gary Bettman,1
13156,Mike Bossy,1
13157,Merian C. Cooper,1
13158,David Strohmaier,1
13159,James D'Arc,1
13160,Jules Feiffer,1
13161,Brad Corrigan,1
13162,Pete Francis,1
13163,Chad Urmston,1
13164,Kim Atwood,1
13165,Marty Atwood,1
13166,Mike Atwood,1
13167,Mimi Atwood,1
13168,Paul Stanley,2
13169,Ace Frehley,2
13170,Peter Criss,2
13171,Mickey Mantle,1
13172,Maury Allen,1
13173,Mel Allen,1
13174,Marty Appel,1
13175,Chris Benoit,2
13176,Mike Fuschetto,1
13177,Laurie Benoit,1
13178,Francoise Berry,1
13179,Paul Robeson,1
13180,Jim Jarmusch,1
13181,Julian Bond,2
13182,Benjamin C. Bradlee,1
13183,James Carville,1
13184,Hillary Clinton,1
13185,Wild Man Fischer,1
13186,Harold Bronson,1
13187,Solomon Burke,1
13188,Ruth Buzzi,1
13189,Nick Cave,1
13190,Philip Chevron,1
13191,Victoria Mary Clarke,1
13192,Elvis Costello,1
13193,Ned Eisenberg,2
13194,Robert Martin,1
13195,Greg Nicotero,1
13196,Michael F. Blake,1
13197,Teresa Blake,1
13198,Brigid Berlin,1
13199,Honey Berlin,1
13200,Richard E. Berlin,1
13201,Richard Bernstein,1
13202,Denny Laine,1
13203,Denny Seiwell,1
13204,Geoff Britton,1
13205,Eddie Guerrero,1
13206,Kurt Angle,1
13207,Art Barr,1
13208,Robert Anton Wilson,1
13209,Valerie Corral,1
13210,Paul Krassner,1
13211,Tom Robbins,1
13212,Larry Cohen,1
13213,Andrew Sarris,1
13214,Paul Ambrose,1
13215,Michael André,1
13216,Penny Arcade,1
13217,Michael Arian,1
13218,Buster Keaton,1
13219,Louis B. Mayer,1
13220,Irving Thalberg,1
13221,Elia Kazan,1
13222,William A. Wellman,1
13223,Gary Cooper,1
13224,Ernest Hemingway,1
13225,Sandra Shaw,1
13226,Steven Spielberg,1
13227,Robert Altman,1
13228,Jeanine Basinger,1
13229,Edward Bernds,1
13230,Nico,1
13231,Christian Päffgen,1
13232,Edith Boulogne,1
13233,Vivien Leigh,1
13234,Gertrude Hartley,1
13235,Garson Kanin,1
13236,Roberta Guaspari,1
13237,Arnold Steinhardt,1
13238,Isaac Stern,1
13239,Hughie Restorick,1
13240,Jean Taylor Smith,1
13241,Bernard McKenna,1
13242,Lilly McDowell,1
13243,Charlie McDowell,1
13244,Eric Myers,1
13245,Elizabeth Busch-LeNe,1
13246,Margaret Busch,1
13247,John Achorn,1
13248,Leo Bulgarini,1
13249,Catherine Case,1
13250,Joseph Campbell,1
13251,Richard Adams,1
13252,James Hillman,1
13253,Allan Gurganus,1
13254,Paula Larke,1
13255,Marilyn Levine,1
13256,Emily Madison,1
13257,Amy Sloan,1
13258,Graeme Somerville,1
13259,William Bast,1
13260,Bob Roth,1
13261,Frank Worth,1
13262,Reda Kateb,1
13263,Alexa Davalos,1
13264,Nathan Jones,1
13265,Adoni Maropis,1
13266,Martin Hancock,1
13267,Zac Mattoon O'Brien,1
13268,Domonkos Németh,1
13269,Henry Kingsmill,1
13270,Dragos Bucur,1
13271,Alexandru Potocean,1
13272,Michelle Gunn,1
13273,Jan Devereaux,1
13274,Florian Lukas,2
13275,Stig Henrik Hoff,1
13276,Lachlan Nieboer,1
13277,Christopher Adamson,1
13278,Tim Barlow,1
13279,Timothy Bateson,1
13280,Veronika Bendová,1
13281,Kazunari Ninomiya,1
13282,James Paxton,1
13283,Tom Rack,1
13284,Armand Laroche,1
13285,Peter Hurley,1
13286,Sebastian Armesto,1
13287,Indira Varma,1
13288,Ramon Tikaram,1
13289,Sean McCann,1
13290,John Benjamin Hickey,2
13291,Haing S. Ngor,2
13292,Anthony Ramirez,1
13293,Ray LePere,1
13294,Steve Reed,1
13295,Alex Borstein,3
13296,Rose Abdoo,1
13297,J.J. Johnson,1
13298,Gary Commock,1
13299,Polly Adams,1
13300,Opal Alladin,1
13301,Pádraic Delaney,1
13302,Orla Fitzgerald,1
13303,Shawn Driscoll,1
13304,Drake Cook,1
13305,Sam Spruell,1
13306,Peter Stebbings,2
13307,Christian Camargo,1
13308,Roman Podhora,1
13309,Paul Vincent O'Connor,1
13310,Scott Hazell,1
13311,Mac McDonald,1
13312,Philip Winchester,2
13313,Siem Vroom,1
13314,Marlies van Alcmaer,1
13315,Erik van 't Wout,1
13316,Wolfgang Preiss,1
13317,Michael Moore,1
13318,Tony Benn,1
13319,George W. Bush,2
13320,Brian Webber,1
13321,Tatsuya Fuji,1
13322,Eiko Matsuda,1
13323,Aoi Nakajima,1
13324,Yasuko Matsui,1
13325,Stevie Wonder,1
13326,James Baker III,1
13327,Mauricio Kuri,1
13328,Ian Charleson,1
13329,Brendan Cowell,1
13330,Alan Dukes,1
13331,Alex Thompson,1
13332,Harrison Gilbertson,1
13333,Ted Neeley,1
13334,Carl Anderson,1
13335,Yvonne Elliman,1
13336,Barry Dennen,1
13337,Francesca Bertini,1
13338,Osheen Jones,1
13339,Dario D'Ambrosi,1
13340,Helena Rojo,1
13341,Del Negro,1
13342,Ruy Guerra,1
13343,Donzaleigh Abernathy,1
13344,Mark Aldrich,1
13345,George Allen,1
13346,Keith Allison,1
13347,Toby Regbo,2
13348,Dominique Horwitz,1
13349,Louis Mahoney,1
13350,Allan Gildea,1
13351,Gerard Crossan,1
13352,Mary Moulds,1
13353,Michael Greyeyes,1
13354,James Kot,1
13355,Jesse Frechette,1
13356,Ken Howard,2
13357,Donald Madden,1
13358,Gail Cronauer,1
13359,Wes Studi,1
13360,Madeleine Daly,1
13361,Matthew Knoll,1
13362,Elliot Ruiz,1
13363,Eric Mehalacopoulos,1
13364,Nathan De La Cruz,1
13365,John Waters,1
13366,Katy Jurado,1
13367,Jay Rodan,2
13368,Gavin Rossdale,1
13369,Philip Stone,1
13370,Jonathan Lacey,1
13371,Yahoo Serious,1
13372,Odile Le Clezio,1
13373,John Howard,1
13374,Peewee Wilson,1
13375,Marcelo Games,1
13376,Marc Pitman,1
13377,Leslie Orr,1
13378,Maureen Allisse,1
13379,Alicia Vikander,4
13380,Mikkel Boe Følsgaard,1
13381,Vitalie Bichir,1
13382,Florin Arhip,1
13383,Jonas Armstrong,1
13384,Shea Adams,1
13385,Eddie Baroo,1
13386,Tony Barry,1
13387,Axelle Carolyn,1
13388,Jack Thibeau,1
13389,Ray McAnally,2
13390,Klaus Wennemann,1
13391,Hubertus Bengsch,1
13392,Mark Lee,1
13393,Harold Hopkins,1
13394,Charles Lathalu Yunipingu,1
13395,Tatsuya Nakadai,1
13396,Tsutomu Yamazaki,1
13397,Ken'ichi Hagiwara,1
13398,Jinpachi Nezu,1
13399,Fengyi Zhang,1
13400,Artur Smolyaninov,1
13401,Aleksey Chadov,1
13402,Konstantin Kryukov,1
13403,Ivan Kokorin,1
13404,Jinglei Xu,1
13405,Victor Banerjee,1
13406,Johanna Wokalek,1
13407,Simon Schwarz,1
13408,Marco Hofschneider,1
13409,André Wilms,1
13410,Ashley Wanninger,1
13411,Klaus Abramowsky,1
13412,Jace Alexander,1
13413,Gordon Clapp,1
13414,Robert Portal,1
13415,Emilia Fox,3
13416,Michal Zebrowski,1
13417,Christian Stolte,1
13418,Geoff Pierson,1
13419,Cheryl Lawson,1
13420,Susan Brown,1
13421,Alice da Cunha,1
13422,Xolani Mali,1
13423,Desmond Dube,1
13424,Patrick Mofokeng,1
13425,Q'orianka Kilcher,1
13426,Laine Megaw,1
13427,Brian Milligan,1
13428,Liam McMahon,1
13429,Dustin Bollinger,1
13430,Al Freeman Jr.,1
13431,Aimee King,1
13432,Dennis Boutsikaris,1
13433,Josh Alscher,1
13434,Tim Bellow,1
13435,Tony Bentley,1
13436,Jaime Winstone,1
13437,Rab Affleck,1
13438,Stéphane Algoud,1
13439,Edwin Apps,1
13440,David Bailie,1
13441,Mohammed Afzal,1
13442,Jonathan Raggett,1
13443,Johnny Sekka,1
13444,Jerzy Kosinski,1
13445,Simon Shepherd,2
13446,James Larkin,1
13447,David Bedella,1
13448,Jessie Kamm,1
13449,James Robinson,1
13450,Sean Lawlor,1
13451,Sandy Nelson,1
13452,Rohini Hattangadi,1
13453,Ruocheng Ying,1
13454,BD Wong,1
13455,Agnes Kittelsen,1
13456,Nicolai Cleve Broch,1
13457,Ken Duken,2
13458,Coby Batty,1
13459,Ronald Brown II,1
13460,Karla Brown,1
13461,Byron Coolie,1
13462,Jonathan Firth,4
13463,Claire Cox,1
13464,Tenzin Thuthob Tsarong,1
13465,Gyurme Tethong,1
13466,Tulku Jamyang Kunga Tenzin,1
13467,Tenzin Yeshi Paichang,1
13468,Geoffrey Palmer,2
13469,Antony Sher,1
13470,Josette Simon,1
13471,Wabei Siyolwe,1
13472,John Matshikiza,1
13473,Juanita Waterman,1
13474,Michael Hordern,4
13475,Avner W. Less,1
13476,Bussaro Sanruck,1
13477,Supak Pititam,1
13478,Charlotte Curley,1
13479,Patrick Lyster,1
13480,Garry Cooper,1
13481,Cicely Browne,1
13482,Carmen Scarpitta,1
13483,Bonnie Henna,1
13484,Mncedisi Shabangu,1
13485,Ward Costello,1
13486,Nicolas Coster,1
13487,Danny A. Abeckaser,1
13488,Oscar Redding,1
13489,Arthur Angel,1
13490,Paul Ashcroft,1
13491,Thomas M. Wright,2
13492,Richard Abate,1
13493,Betsy Franco,1
13494,Harvey Milk,1
13495,Anne Kronenberg,1
13496,Tory Hartmann,1
13497,Marina Abramovic,1
13498,Ulay,1
13499,Klaus Biesenbach,1
13500,David Balliano,1
13501,Bobby Fischer,1
13502,David Edmonds,1
13503,Anthony Saidy,1
13504,Susan Polgar,1
13505,Regen Wilson,1
13506,Jesse Johnson,2
13507,Daniel McGowan,1
13508,Lisa McGowan,1
13509,Tim Lewis,1
13510,Kirk Engdall,1
13511,Natalie Burt,1
13512,David Calder,3
13513,Aisling Loftus,1
13514,Lorraine Ashbourne,1
13515,Emily Wadley,1
13516,Jason Celaya,1
13517,Natalie Blackman,1
13518,Nhem Sokunthol,1
13519,Eriko Hatsune,1
13520,Toshiyuki Nishida,1
13521,Paul Sampson,1
13522,John Cromwell,1
13523,Bingbing Li,1
13524,Joanna Litwin,1
13525,Christopher Serrone,1
13526,Philip De Lorenzo,1
13527,Kyle Erickson,1
13528,Anamaria Marinca,1
13529,Rosamund Kwan,1
13530,Xin Xin Xiong,1
13531,Kwok-Pong Chan,1
13532,Priscilla Barnes,1
13533,Mimi Sagadin,1
13534,Craig Robert Young,1
13535,David Thomas Jenkins,1
13536,Jerzy Skolimowski,1
13537,Csaba Lucas,1
13538,Lea Mornar,1
13539,Vera Graziadei,1
13540,Leanne Rowe,1
13541,Sandrine Holt,1
13542,Eru Potaka Dewes,1
13543,Will Oldham,1
13544,Jeannette Clift,1
13545,Arthur O'Connell,1
13546,Robert Rietty,1
13547,Krisinda Cain,1
13548,Shaun Johnston,1
13549,Tamlyn Tomita,2
13550,Shizuko Hoshi,1
13551,Leonardo Treviglio,1
13552,Barney James,1
13553,Neil Kennedy,1
13554,Richard Warwick,1
13555,Rebecca Eccleston,1
13556,Peter Eccleston,1
13557,Stuart Bunce,2
13558,Graham Faulkner,1
13559,Judi Bowker,1
13560,Ann Bell,1
13561,Nicholas Blane,1
13562,Clive Brunt,1
13563,Keith Szarabajka,1
13564,Roy Thinnes,1
13565,Luigi Ornaghi,1
13566,Francesca Moriggi,1
13567,Omar Brignoli,1
13568,Antonio Ferrari,1
13569,Thomas Jefferson Byrd,1
13570,Gilbert Green,1
13571,John Castle,1
13572,Amina Annabi,1
13573,Kevin Collins,2
13574,Toshirô Mifune,2
13575,Jean-François Garreaud,1
13576,Brian Stirner,1
13577,Davyd Harries,1
13578,Julie Neesam,1
13579,Edith Clever,1
13580,Edda Seippel,1
13581,Peter Lühr,1
13582,Michel Galabru,1
13583,Gerard Kennedy,1
13584,Joe Spano,1
13585,Ray Ness,1
13586,Issei Ogata,1
13587,Robert Dawson,1
13588,Shirô Sano,1
13589,Bruce Robinson,1
13590,Sylvia Marriott,1
13591,Joseph Blatchley,1
13592,Paul Simon,1
13593,Okeyerama Asante,1
13594,Tommy Lewis,1
13595,Freddy Reynolds,1
13596,Elisabeth Noone,1
13597,Leland I. Anderson,1
13598,John Jacob Astor,1
13599,Juliane Koepcke,1
13600,Juan Zaplana Ramirez,1
13601,Musa Abu-Hashhash,1
13602,Nidal Barham,1
13603,Noam Chomsky,1
13604,Sara Lewinstein,1
13605,David Mandell,1
13606,Suzi Mandell,1
13607,Sallie Perryman,1
13608,Paul Cook,1
13609,John Lydon,1
13610,Glen Matlock,1
13611,Jean Dominique,1
13612,Aboudja,1
13613,Ronald Reagan,2
13614,Rupert Allason,1
13615,José Antonio Escoriza,1
13616,Aline Griffith,1
13617,Juan Kreisler,1
13618,Terence Davies,1
13619,Chris Thomas King,1
13620,Keith B. Brown,1
13621,James Hughes,1
13622,David F. Hughes,1
13623,F.W. de Klerk,1
13624,Nelson Mandela,1
13625,Winnie Mandela,1
13626,Eugene Terre'Blanche,1
13627,Sherry Lansing,1
13628,Haskell Wexler,1
13629,Salvador Allende,1
13630,Erik Andersen,1
13631,Jello Biafra,1
13632,Martin Doblmeier,1
13633,Adele Schmidt,1
13634,Richard Mancini,1
13635,Leon Theremin,1
13636,Clara Rockmore,1
13637,Robert Moog,1
13638,Nicolas Slonimsky,1
13639,Mary Badham,1
13640,Jane Beasley,1
13641,Rick Bragg,1
13642,Tom Brokaw,1
13643,Richard Morgan,1
13644,Simon Wells,1
13645,Sherry Baines,1
13646,Magdalen Asquith,1
13647,Mark Asquith,1
13648,Bruce Marchiano,1
13649,Gerrit Schoonhoven,1
13650,Dawid Minnaar,1
13651,D. Paul Thomas,1
13652,David Chalmers,1
13653,William M. Banks,1
13654,Sydney Chaplin,1
13655,David Alston,1
13656,Dan Barbiero,1
13657,Douglas Brinkley,1
13658,Harvey Bundy,1
13659,Shohreh Aghdashloo,1
13660,Houda Echouafni,1
13661,Kate Pendry,1
13662,Andrew Cappelletti,1
13663,Paul Pearson,1
13664,David Pisarra,1
13665,Douglas C. Wicks,1
13666,Brian Wilson,1
13667,Dennis Wilson,1
13668,Carl Wilson,1
13669,Mike Love,1
13670,Igor Paramonov,1
13671,Giulio Berruti,1
13672,Lars Eidinger,1
13673,Goran Bogdan,1
13674,Damon Gameau,1
13675,Grant Page,1
13676,Owen Sejake,1
13677,James Gallanders,1
13678,Michel Mongeau,1
13679,Danny Keogh,1
13680,Seputla Sebogodi,1
13681,Brian O'Shaughnessy,1
13682,Yu Xia,1
13683,Yufei Xing,1
13684,Hong Zhu,1
13685,Jay Jonas,1
13686,Al Smith,1
13687,Mayo Suzukaze,1
13688,J. Shanon Weaver,1
13689,Judson Jones,1
13690,Chris Hoffman,1
13691,Daniel Kaufman,1
13692,Ruth Maleczech,1
13693,Maureen McElheron,1
13694,Sara Canning,1
13695,Mathieu Bourguet,1
13696,Ferron Guerreiro,1
13697,Jefferson Bruyere,1
13698,Stoyko Peev,1
13699,Antony Genov,1
13700,Vania Tzvetkova,1
13701,Vassil Mihajlov,1
13702,Michael Bertenshaw,1
13703,James Downie,1
13704,Peter Howell,1
13705,Barrie Cookson,1
13706,Lee Perkins,1
13707,Donal Thoms-Cappello,1
13708,Meg Brogan,1
13709,Maureen Byrnes,1
13710,Tim Elliott,1
13711,Kelly Johnson,1
13712,Brendan Corbalis,1
13713,Duane Boutte,1
13714,Nathan Mitchell,1
13715,Tayva Patch,1
13716,Rick Macy,1
13717,Tom Logan,1
13718,Benton Jennings,1
13719,Steve Abolt,1
13720,Satoshi Tsumabuki,1
13721,Yûko Takeuchi,1
13722,Sôsuke Takaoka,1
13723,Mitsuhiro Oikawa,1
13724,Michael Gough,1
13725,Vinay Anand,1
13726,Ila Arun,1
13727,Pankaj Berry,1
13728,Nicolas Chagrin,1
13729,Joe Bosco,1
13730,Yongdai Ding,1
13731,Damian Lau,1
13732,Kelly Lin,1
13733,Sean Gallagher,1
13734,Sello Sebotsane,1
13735,Rivka Neuman,1
13736,Alexander Scourby,1
13737,Niko Nitai,1
13738,Valerie Buhagiar,1
13739,Gerry Quigley,1
13740,Larry Hudson,1
13741,Bruce McDonald,1
13742,Bernard Archard,1
13743,Kenneth Gilbert,1
13744,Martin Vaughan,1
13745,Lewis Fitz-Gerald,2
13746,LisaGay Hamilton,1
13747,Emily Holmes,1
13748,Estelle Eonnet,1
13749,Raz Degan,1
