,Actor Names,Actor Counts
11736,Clarence Muse,1
11737,Kôji Yakusho,1
11738,Munetaka Aoki,1
11739,Naoto Takenaka,1
11740,Hikari Mitsushima,1
11741,Jacques Gamblin,1
11742,Zinedine Soualem,1
11743,Carole Franck,1
11744,Bengt Braskered,1
11745,Sanna Persson,1
11746,Magnus Börjeson,1
11747,Marcus Boij,1
11748,Noel Fisher,1
11749,John Dunsworth,3
11750,Yves Montand,2
11751,Daniel Auteuil,3
11752,Elisabeth Depardieu,1
11753,Kyung-gu Sol,1
11754,So-Ri Moon,1
11755,Nae-sang Ahn,1
11756,Seung-wan Ryoo,1
11757,Shafiq Syed,1
11758,Hansa Vithal,1
11759,Chanda Sharma,1
11760,Raghuvir Yadav,1
11761,Søren Pilmark,1
11762,Nikolaj Lie Kaas,1
11763,Ah-Lei Gua,1
11764,May Chin,1
11765,Winston Chao,1
11766,Vanessa Paradis,1
11767,Frédéric Pfluger,1
11768,Demetre Georgalas,1
11769,Lun-Mei Kwei,1
11770,Ming-Ming Su,1
11771,Masami Nagasawa,1
11772,Kirin Kiki,1
11773,Hiroshi Abe,1
11774,Kanna Hashimoto,1
11775,Madhuri Dixit,1
11776,Salman Khan,1
11777,Mohnish Bahl,1
11778,Renuka Shahane,1
11779,Jung-woo Ha,1
11780,Ji-Yeon Park,1
11781,Jun-yeong Jang,1
11782,Gyu-Woon Jung,1
11783,Marinela Dekic,1
11784,Ramadan Huseini,1
11785,Chatran,1
11786,Kyôko Koizumi,1
11787,Pû,1
11788,Shigeru Tsuyuki,1
11789,Alexandre Hamidi,1
11790,Riccardo Cucciolla,2
11791,Guy Davis,1
11792,Jon Chardiet,1
11793,Al White,1
11794,T.P. McKenna,1
11795,Kevin Clash,1
11796,Sonia Manzano,1
11797,Michael Davis,1
11798,Michael Goodwin,1
11799,Robert Michael Kelly,1
11800,Torben Brooks,1
11801,Dierdre Lewis,1
11802,Gary Daniels,1
11803,Downtown Julie Brown,1
11804,Irina Movila,1
11805,Laura Mae Tate,1
11806,Brooke McCarter,1
11807,Maren Jensen,1
11808,Susan Buckner,1
11809,Desi Arnaz Jr.,1
11810,Rod Taylor,1
11811,Janet Bartley,1
11812,Carl Bradshaw,2
11813,Ras Daniel Hartman,1
11814,Elizabeth Rogers,1
11815,Barry Cahill,1
11816,Claire Maurier,1
11817,Rémi Laurent,1
11818,Colleen Camp,1
11819,Jennifer Runyon,2
11820,J.J. Cohen,1
11821,Kim Johnston Ulrich,1
11822,Tommy Blaze,1
11823,Allyce Beasley,1
11824,Max Grodénchik,1
11825,Michael Kitchen,4
11826,Alan Cox,1
11827,Daniel J. Travanti,1
11828,Guy Boyd,2
11829,Constantin Nitchoff,1
11830,Helena Carroll,1
11831,Cathleen Delany,1
11832,Rachael Dowling,1
11833,Kate O'Toole,1
11834,Michele Mariana,1
11835,Gary Krug,1
11836,Chris Ritchie,1
11837,Lewis Collins,2
11838,Fiona Fullerton,1
11839,Michael Jayston,2
11840,Hywel Bennett,1
11841,Juanita Brown,1
11842,Roberta Collins,1
11843,Erica Gavin,1
11844,Ella Reid,1
11845,Jim Bray,1
11846,Roger Perry,1
11847,Lewis Smith,1
11848,Mike Schwartz,1
11849,Peter Outerbridge,1
11850,Natasha Morley,1
11851,John Polson,1
11852,Deborah Kennedy,1
11853,Tom Bresnahan,1
11854,Mark Thomas Miller,1
11855,Michael Stefani,1
11856,Gene Davis,1
11857,Keith Vitali,1
11858,Virgil Frye,1
11859,Christa Lang,1
11860,Vernon Weddle,1
11861,John Gordon Sinclair,2
11862,Dee Hepburn,1
11863,Clare Grogan,1
11864,Susan Swift,1
11865,Leticia Vasquez,1
11866,Johnny Hallyday,1
11867,Renaud,1
11868,Jacqueline Tong,1
11869,Penny Leatherbarrow,1
11870,Howard Lloyd-Lewis,1
11871,Jonathan Bowater,1
11872,Rosanna Carter,1
11873,Ray Ramirez,1
11874,Yves Rene,1
11875,Anna Maria Monticelli,1
11876,Adam Ant,1
11877,Ralph Meeker,1
11878,Angel Tompkins,1
11879,Jay North,1
11880,Marlene Schmidt,1
11881,Gert Fröbe,1
11882,Charles Denner,1
11883,Brigitte Fossey,1
11884,Nelly Borgeaud,1
11885,Geneviève Fontanel,1
11886,Sylva Koscina,1
11887,Alessio Orano,1
11888,Brad Harris,1
11889,Rossana Podestà,1
11890,Sean McClory,1
11891,Devon Jordan,1
11892,Ashley Cutrona,1
11893,Erika Corvette,1
11894,London Clark,1
11895,Elaine Cassidy,1
11896,Sarah Gallagher,1
11897,Charles Bark,1
11898,Codie Lucas Wilbee,1
11899,Joshua Murray,1
11900,Roger Rose,1
11901,Yvette Nipar,1
11902,Leslie Jordan,1
11903,Sergio Fantoni,1
11904,Talia Balsam,2
11905,Barbara Whinnery,1
11906,Carole Francis,1
11907,Robert Lansing,1
11908,John David Carson,1
11909,Lucille Ball,2
11910,Bea Arthur,1
11911,Don Scardino,1
11912,Patricia Pearcy,1
11913,R.A. Dow,1
11914,Jean Sullivan,1
11915,Rock Hudson,1
11916,Cosette Lee,1
11917,Leslie Carlson,1
11918,Robert Warner,1
11919,Alex Rebar,1
11920,Burr DeBenning,1
11921,Myron Healey,1
11922,Michael Alldredge,1
11923,Joyce Jillson,1
11924,Louis Quinn,1
11925,Thomas Reardon,1
11926,Tony Young,1
11927,Frank Arno,1
11928,Joseph Attles,1
11929,Vinnie McCabe,1
11930,Veronica Duffy,1
11931,John Rothman,1
11932,Frank Bongiorno,1
11933,Lexie Sperduto,1
11934,Dylan Haggerty,1
11935,Renee Faia,1
11936,Kelsey Kemper,1
11937,Trudi Cavanagh,1
11938,Barbara Durkin,1
11939,Reizl Bozyk,1
11940,Eddie O'Connell,1
11941,Horst Janson,1
11942,John Carson,1
11943,Chase Cordell,1
11944,Leigh Drake,1
11945,Gregorio Sala,1
11946,Patrick Wright,1
11947,Anitra Ford,2
11948,Victoria Vetri,1
11949,Cliff Osmond,1
11950,Ron Weyand,1
11951,Michalis Zeke,1
11952,Tania Palaiologou,1
11953,Stratos Tzortzoglou,1
11954,Eva Kotamanidou,1
11955,Jae-yeong Jeong,1
11956,Ha-kyun Shin,1
11957,Ha-ryong Lim,1
11958,Sergio Rubini,1
11959,Nicola Di Pinto,1
11960,Oleg Menshikov,2
11961,Sergey Bodrov,1
11962,Jemal Sikharulidze,1
11963,Susanna Mekhraliyeva,1
11964,Kiichi Nakai,1
11965,Yui Natsukawa,1
11966,Takehiro Murata,1
11967,Ayoub Ahmadi,1
11968,Rojin Younessi,1
11969,Amaneh Ekhtiar-dini,1
11970,Madi Ekhtiar-dini,1
11971,Cristian Mercado,1
11972,Tatiana Astengo,1
11973,Attilia Boschetti,1
11974,Amanda Langlet,1
11975,Arielle Dombasle,1
11976,Pascal Greggory,1
11977,Féodor Atkine,1
11978,Oh-seong Yu,1
11979,Tae-hwa Seo,1
11980,Un-taek Jeong,1
11981,Licia Maglietta,1
11982,Giuseppe Battiston,1
11983,Antonio Catania,1
11984,Francis Ng,1
11985,Simon Yam,1
11986,Nick Cheung,1
11987,Martina Gedeck,1
11988,Maxime Foerste,1
11989,Sergio Castellitto,1
11990,August Zirner,1
11991,Lai Wang,1
11992,Bozhao Wang,1
11993,Deb Snyder,1
11994,Dong-won Gang,1
11995,Yun-seo Choi,1
11996,Kyeong-min Go,1
11997,Aria Alpert Adjani,1
11998,Ruben Anders,1
11999,Mitchell Boshnack,1
12000,Fredric March,1
12001,Teresa Farley,1
12002,Lance Lewman,1
12003,Frances Raines,1
12004,Natalie O'Connell,1
12005,William Marshall,1
12006,Don Mitchell,1
12007,Skip Hinnant,1
12008,Reva Rose,1
12009,Robert Ridgely,1
12010,Cy Grant,1
12011,Joan Pringle,1
12012,Carl W. Crudup,1
12013,Hugues Quester,2
12014,Reinhard Kolldehoff,1
12015,Nicole Félix,1
12016,Chantal Mercier,1
12017,Virginie Thévenet,1
12018,Peter Bull,1
12019,David Meyer,1
12020,Neil Cunningham,1
12021,Heathcote Williams,1
12022,Don Backy,1
12023,Lea Lander,1
12024,Maurice Poli,1
12025,Jane Sibbett,1
12026,Rita Taggart,1
12027,Marina Orsini,1
12028,Peter White,1
12029,Michelle Phillips,3
12030,Lillian Gish,1
12031,Ann Sothern,2
12032,Norman Rossington,1
12033,Sharon Gurney,1
12034,Bill McGhee,1
12035,Jessie Lee Fulton,1
12036,Robert Dracup,1
12037,Harryette Warren,1
12038,Barbara Feldon,1
12039,Michael Kidd,1
12040,Joseph Kaufmann,1
12041,Beverly Hope Atkinson,1
12042,Frank DeKova,1
12043,Terri Haven,1
12044,Derrel Maury,1
12045,Kimberly Beck,1
12046,Michael Greer,1
12047,Joy Bang,1
12048,Prunella Gee,1
12049,Rosalba Neri,1
12050,Peter Whiteman,1
12051,Luigi Vannucchi,1
12052,Lynda Carter,1
12053,Jesse Vint,1
12054,William Yang,1
12055,Deby Wightman,1
12056,Christopher Pate,1
12057,Jerome Patillo,1
12058,Ted Vernon,1
12059,Michael David Simms,1
12060,Richard Vidan,1
12061,Kristina Sanborn,1
12062,Robert Picardo,1
12063,Brenda Fogarty,1
12064,Cathy Worthington,1
12065,Dina Ousley,1
12066,Jo Ann Harris,1
12067,Jennifer Lee Pryor,1
12068,Lisa Moore,1
12069,Dominic Guard,1
12070,Joan Greenwood,2
12071,Ken Norton,1
12072,Jennifer Ashley,1
12073,Michael Mullins,1
12074,Lisa Reeves,1
12075,Micheline Lanctôt,1
12076,Claude Dauphin,2
12077,Stuart Whitman,1
12078,Jim Backus,4
12079,Donna Anderson,1
12080,Madison Arnold,1
12081,Jack Hawkins,2
12082,Georgia Brown,2
12083,Donald Houston,1
12084,Astrid Frank,1
12085,Johnny Briggs,1
12086,Gabrielle Drake,2
12087,Jacqueline Giroux,1
12088,Annik Borel,1
12089,Tracy Handfuss,1
12090,Maria Arnold,1
12091,Lawrence Pressman,1
12092,Luther Adler,1
12093,Julie Gholson,1
12094,Jan Smithers,1
12095,Matthew Burrill,1
12096,Helen Harmon,1
12097,Monte Markham,1
12098,Susan Oliver,1
12099,Sam Peckinpah,1
12100,Janet Margolin,2
12101,Sam Levene,1
12102,Morgan Most,1
12103,Thierry Lhermitte,1
12104,Christopher Cazenove,1
12105,Hutton Cobb,1
12106,Tim Reid,1
12107,Len Bari,1
12108,Ronald Ulrich,1
12109,Randall Carpenter,1
12110,Keith Michell,2
12111,Jane Asher,2
12112,Walter Pidgeon,1
12113,Nick Plakias,1
12114,Cynthia Cline,1
12115,LaVerne Light,1
12116,Tom Arcuragi,1
12117,Charlene Dallas,1
12118,James Ferguson,1
12119,Gisela Hahn,1
12120,Valerie Bertinelli,2
12121,Conrad Bain,2
12122,Hal Linden,1
12123,Terrence 'T.C.' Carson,1
12124,Lisa Arrindell,1
12125,Nathaniel Hall,1
12126,Peter McEnery,1
12127,Girish Karnad,1
12128,Shreyas Talpade,1
12129,Shweta Prasad,1
12130,Seung-woo Cho,1
12131,Mi-suk Kim,1
12132,Gi-yeong Lee,1
12133,Sung-Hyun Baek,1
12134,Denise Gence,1
12135,Ira Wheeler,1
12136,Stella Zázvorková,1
12137,Stanislav Zindulka,1
12138,Ondrej Vetchý,1
12139,Jaya Bhaduri,1
12140,Asrani,1
12141,Bindu,1
12142,Seung-bum Ryoo,1
12143,Kil-kang Ahn,1
12144,Jeong-ah Bae,1
12145,Josiane Balasko,1
12146,Marie-Anne Chazel,1
12147,Yun Tang,1
12148,Peiqi Liu,2
12149,Hong Chen,1
12150,Zhiwen Wang,1
12151,Gard B. Eidsvold,1
12152,Bjørn Sundquist,1
12153,Camilla Martens,1
12154,Ozen Ozkan,1
12155,Ali Bey Kayali,1
12156,Elit Iscan,1
12157,Bülent Emin Yarar,1
12158,Vlado Jovanovski,1
12159,Adolfo Margiotta,1
12160,Zvezda Angelovska,1
12161,Lieh Lo,1
12162,Ping Wang,1
12163,Hsiung Chao,1
12164,Chin-Feng Wang,1
12165,Marthe Villalonga,1
12166,Jean-Pierre Bouvier,1
12167,Sanda Knezevic,1
12168,Nebojsa Glogovac,1
12169,Jelisaveta 'Seka' Sablic,1
12170,Petar Kralj,1
12171,Lior Ashkenazi,1
12172,Ronit Elkabetz,1
12173,Moni Moshonov,1
12174,Lili Koshashvili,1
12175,Faye Wong,1
12176,Wei Zhao,1
12177,Busy Philipps,1
12178,Anne Teyssèdre,1
12179,Florence Darel,1
12180,Eloïse Bennett,1
12181,Shin'ichi Chiba,1
12182,Etsuko Shiomi,1
12183,Goichi Yamada,1
12184,Fumio Watanabe,1
12185,Max Wall,1
12186,Patricia Hayes,1
12187,Jan Adele,1
12188,Maja Komorowska,1
12189,Hanna Skarzanka,1
12190,Ewa Dalkowska,1
12191,Dannielle Hall,1
12192,Damian Pitt,1
12193,Jenna Lee Connors,1
12194,Terry Dahlstron,1
12195,Ruth Cracknell,1
12196,Barry Otto,1
12197,John Flaus,1
12198,Countryman,1
12199,Hiram Keller,1
12200,Basil Keane,1
12201,Marlo Thomas,1
12202,Irwin Corey,1
12203,Denise Nickerson,1
12204,Aden Hakimi,1
12205,Adam Henry Garcia,1
12206,Scott Michael Adams,1
12207,Gillian Mackay-Smith,1
12208,Keston John,1
12209,Chris Shields,1
12210,Chad Jamian Williams,1
12211,Jessica Sherman,1
12212,Michael Dault,1
12213,Jeremy Rush,1
12214,Karen Armstrong,1
12215,Mark Abma,1
12216,Ingrid Backstrom,1
12217,Rory Bushfield,1
12218,Mark Bajcar,1
12219,Silas Borsos,1
12220,Chris Boykin,1
12221,Chad Dickson,1
12222,Ron Bess,1
12223,Peter Boag,1
12224,Jack Butler,1
12225,Melvin Dir,1
12226,Vincent Caldoni,1
12227,Yona Prost,1
12228,Tara Walker,1
12229,Cassidy Slaughter-Mason,1
12230,Luna Catarevas,1
12231,Caitlin FitzGerald,1
12232,Arthur French,1
12233,Anitha Gandhi,1
12234,Andrew MacFarlane,1
12235,Jarod Joseph,1
12236,Christie Burke,1
12237,Michael Brock,1
12238,Nicky Brown,1
12239,Heather Coombs,1
12240,David Kershaw,1
12241,Deborah Wise,1
12242,Eric Sweeney,1
12243,Audra Glyn Smith,1
12244,Beverly Amsler,1
12245,Todd Edwards,1
12246,Peter Bedgood,1
12247,Cory Edwards,1
12248,Brad Knull,1
12249,Shane Brolly,1
12250,Bryan Barter,1
12251,Dustin Fitzsimons,1
12252,Omar Sy,2
12253,Anne Le Ny,1
12254,Audrey Fleurot,1
12255,Quinton Aaron,1
12256,Alexandra Maria Lara,4
12257,Sean Bott,1
12258,Eric Zuckerman,1
12259,Alison Crosbie,1
12260,Philip King,1
12261,Carrie Underwood,1
12262,Jennifer Ellis,1
12263,Nick Hopper,1
12264,Tanika Lonesborough,1
12265,Nioka Brennan,1
12266,Lynette Narkle,1
12267,Kylie Belling,1
12268,Paul Rhys,4
12269,John Thaw,2
12270,Fernando Vargas,1
12271,Frank Vincent,2
12272,Liz Giles,1
12273,Rod Culbertson,1
12274,Paul Fox,1
12275,Gerry Becker,1
12276,Greyson Erik Pendry,1
12277,Brittany Colonna,1
12278,David Brisbin,1
12279,Dawn Didawick,1
12280,Scott MacDonald,1
12281,Victor Jory,1
12282,RaéVen Kelly,1
12283,Virginia Capers,2
12284,Dororthy Thorton,1
12285,Demetrice Cheathon,1
12286,Vicellous Shannon,1
12287,Sonya Davison,1
12288,Vanessa Chong,1
12289,Anand Tiwari,1
12290,Stella Maeve,1
12291,Toby Huss,1
12292,Marilyn Sokol,2
12293,James Madio,1
12294,Josh Evans,1
12295,Dick Clark,1
12296,Michelle Sweeney,1
12297,Nate Parker,2
12298,Jamal Woolard,1
12299,Momo Dione,1
12300,Dennis L.A. White,1
12301,Thomas D. Mahard,1
12302,Owen Campbell,1
12303,Paolo Bonacelli,1
12304,Ruth Nelson,1
12305,Greta Lind,1
12306,Daniel London,1
12307,David Threlfall,2
12308,Josh Bolt,1
12309,Alison Whelan,1
12310,Kirsten Sheridan,1
12311,Judy Parfitt,1
12312,Tim Eddis,1
12313,Warren Belle,1
12314,Karl Pruner,1
12315,Ricci Harnett,1
12316,Terry Stone,1
12317,John Thomson,1
12318,Sarah Peirse,1
12319,Diana Kent,2
12320,Jackie Guerra,1
12321,Constance Marie,1
12322,Alex Meneses,1
12323,Barkhad Abdi,1
12324,Barkhad Abdirahman,1
12325,Ruth Marshall,1
12326,Hannah Endicott-Douglas,1
12327,Tomás Koutník,1
12328,Tomás Ibl,1
12329,Albert Franc,1
12330,Matthias Schweighöfer,1
12331,Michael Learned,1
12332,Malcolm David Kelley,1
12333,Cory Hodges,1
12334,Renée Brack,1
12335,Gregory Pitt,1
12336,Olatz López Garmendia,1
12337,Giovani Florido,1
12338,Loló Navarro,1
12339,Batan Silva,1
12340,Tony Ka Fai Leung,1
12341,Frédérique Meininger,1
12342,Arnaud Giovaninetti,1
12343,Justin Braine,1
12344,Sonia Todd,1
12345,Todd Rotondi,1
12346,Jon Prescott,1
12347,Aaron Tveit,1
12348,David Roper,1
12349,Jimmy Reddington,1
12350,Simon Armstrong,2
12351,Ben Batt,1
12352,Geoffrey Beevers,2
12353,Rachel Bell,1
12354,Barbara Flynn,1
12355,Frank Pietrangolare,1
12356,Richard DeDomenico,1
12357,Chris Ambrose,1
12358,Joey Krajcar,1
12359,Cameron Carter,1
12360,Sal Lopez,1
12361,Vira Montes,1
12362,Roberto Martín Márquez,1
12363,Dyana Ortelli,1
12364,Oscar Kennedy,1
12365,Victoria Hamilton,3
12366,Colin Prockter,1
12367,Luis Tosar,1
12368,Jane Galloway Heitz,1
12369,Joseph A. Carpenter,1
12370,Donald Wiegert,1
12371,Debby Bishop,1
12372,Mary Demas,1
12373,Anne Bartoletti,1
12374,Elizabeth Kaden,1
12375,Richard Ingram,1
12376,Ian Kelly,1
12377,Guy Henry,1
12378,Martha West,1
12379,Molly Regan,1
12380,Phyllis Boyens-Liptak,1
12381,Soraya Omar-Scego,1
12382,Idriss Abdillahi Houfaneh,1
12383,Awa Saïd Darar,1
12384,Roun Daher Aïnan,1
12385,Scott Patrick Green,1
12386,David Birkin,1
12387,Alison Bruce,1
12388,Amira Casar,1
12389,Johanna ter Steege,1
12390,Dominique Blanc,1
12391,Jean Lenauer,1
12392,Roy Butler,1
12393,Raad Rawi,1
12394,Philip Quast,1
12395,Kelly Adams,1
12396,Luing Andrews,1
12397,Katy Barker,1
12398,Hayley McFarland,1
12399,Romy Rosemont,1
12400,Allie Mickelson,1
12401,Kelci Stephenson,1
12402,Craig Archibald,1
12403,Jack Kehoe,1
12404,Biff McGuire,2
12405,Iain Rea,1
12406,Tessa Mitchell,1
12407,Aaron Murphy,1
12408,Howard Stern,1
12409,Robin Quivers,1
12410,Fred Norris,1
12411,Dillon Woolley,1
12412,Steve Forrest,1
12413,Howard Da Silva,3
12414,Guy Kent,1
12415,Paige Segal,1
12416,Jon Morgan Woodward,1
12417,Anastasia Leddick,1
12418,Stephen 'Sugar' Segerman,1
12419,Dennis Coffey,1
12420,Mike Theodore,1
12421,Dan DiMaggio,1
12422,Nicholas Barclay,1
12423,Carey Gibson,1
12424,Bryan Gibson,1
12425,Beverly Dollarhide,1
12426,Kate Spicer,1
12427,Tom Spicer,1
12428,William Spicer,1
12429,Jasmin St. Claire,1
12430,Ayrton Senna,1
12431,Alain Prost,1
12432,Frank Williams,1
12433,Ron Dennis,1
12434,James Hamrick,1
12435,Bob Marley,2
12436,Ziggy Marley,1
12437,Cedella Marley,1
12438,Lenny Cooke,1
12439,James Balog,1
12440,Svavar Jónatansson,1
12441,Louie Psihoyos,1
12442,Kitty Boone,1
12443,Alvaro Manrique,1
12444,Oscar Torre,1
12445,Dan Stevens,2
12446,Jane Cussons,1
12447,Daphne Neville,1
12448,Juzo Yoshida,1
12449,Brian Huskey,1
12450,Carol Dexter,1
12451,Val Dexter,1
12452,Sam Egli,1
12453,Philippe Petit,1
12454,Jean François Heckel,1
12455,Jean-Louis Blondeau,1
12456,Annie Allix,1
12457,Cas Anvar,1
12458,Charles Edwards,1
12459,James Puddephatt,1
12460,Mark Alpiger,1
12461,Adam Wood,1
12462,Walter Day,1
12463,John Hudson Messerall,1
12464,Brian Bascle,1
12465,Daniel J. Clancy,1
12466,Kelly O'Neal,1
12467,Donny Boaz,1
12468,Richard Dormer,1
12469,Samuel Le Bihan,1
12470,David Labiosa,1
12471,George Coe,1
12472,Margarita Terekhova,1
12473,Filipp Yankovskiy,1
12474,Ignat Daniltsev,1
12475,Roddy Maude-Roxby,1
12476,Michael Denison,1
12477,Andrew Seear,1
12478,Clifford Samuel,1
12479,Joseph Kennedy,1
12480,Walter Ladengast,1
12481,Joe Folau,1
12482,Nathaniel Lees,1
12483,Gerard McSorley,1
12484,Dustin Mayfield,1
12485,Tony Kgoroge,3
12486,Artel Great,1
12487,Matt Newton,1
12488,Chi Cao,1
12489,Penne Hackforth-Jones,1
12490,Caveh Zahedi,1
12491,Christoff Colas,1
12492,Rebecca Lord,1
12493,Lindsey Tjian,1
12494,John Doe,3
12495,Maria Schell,2
12496,Mary Tamm,1
12497,Javier Beltrán,1
12498,Matthew McNulty,2
12499,Marina Gatell,1
12500,John Omirah Miluwi,1
12501,Margot Steinberg,1
12502,Jesse Lee Soffer,1
12503,Karl Girolamo,1
12504,Nonso Anozie,1
12505,Gavin Brocker,1
12506,Leo Gregory,1
12507,Michael Zelniker,1
12508,Samuel E. Wright,1
12509,Elsa Zylberstein,1
12510,Omid Djalili,2
12511,Allan Corduner,1
12512,Sukie Smith,1
12513,Roger Heathcott,1
12514,Rappin' 4-Tay,1
12515,Spencer Garrett,1
12516,Andreas Katsulas,2
12517,Ana Alicia,1
12518,Jan Miner,1
12519,Stanley Beck,1
12520,Stephen Blackpool,1
12521,Stan Brakhage,3
12522,Dan Brother,1
12523,Juliane Köhler,1
12524,Merab Ninidze,1
12525,Sidede Onyulo,1
12526,Matthias Habich,1
12527,Lea Coco,1
12528,Lothaire Bluteau,2
12529,Gary Bakewell,1
12530,Stewart Bick,1
12531,Vlasta Vrana,2
12532,Anne Lambton,1
12533,Jean De Baer,1
12534,Denis Quilley,2
12535,Jesse Spencer,1
12536,Tim Draxl,1
12537,Samuel West,3
12538,Alexia Keogh,1
12539,Karen Fergusson,1
12540,Iris Churn,1
12541,Phil Collins,1
12542,Larry Lamb,1
12543,Stephanie Lawrence,1
12544,Robert Grubb,2
12545,Jerry Hardin,1
12546,Rosemary Harris,2
12547,Michael Jenn,1
12548,Robert Addie,1
12549,Paul Nicholas,1
12550,Lee Montague,2
12551,Miriam Karlin,1
12552,Debbie Allen,1
12553,Fay Hauser,1
12554,Sheldon Peters Wolfchild,1
12555,Ralph Riach,1
12556,Matyelok Gibbs,1
12557,Carol Mansell,1
12558,Sally Champlin,1
12559,Santiago Segura,1
12560,Juan Echanove,1
12561,Kim Stanley,1
12562,Bart Burns,1
12563,Adrian Brine,1
12564,Jean-François Perrier,1
12565,Clarissa Lassig,1
12566,Sarah Schaub,1
12567,Pat Tillman,1
12568,Mary Tillman,1
12569,Russell Baer,1
12570,Alex Williams,1
12571,Laura Wheelwright,1
12572,Michael Reilly Burke,1
12573,Julianna McCarthy,1
12574,Jennifer Tisdale,1
12575,Ron Jeremy,1
12576,William Margold,1
12577,Al Goldstein,1
12578,Al Lewis,1
12579,Martin Cummins,1
12580,Dylan Playfair,1
12581,Jill Marie Jones,1
12582,Paul Bowman,1
12583,Daniele Bolelli,1
12584,Richard Bustillo,1
12585,Conrad Janis,1
12586,George Harrison,2
12587,Paul McCartney,4
12588,John Lennon,3
12589,Lemmy,2
12590,Phil Campbell,1
12591,Mikkey Dee,1
12592,Dave Navarro,1
12593,Ray McKinnon,1
12594,Bruce Balden,6
12595,Jacqueline Bassett,6
12596,Symon Basterfield,6
12597,Andrew Brackfield,6
12598,Stanley Kubrick,1
12599,Barbara Kroner,1
12600,Steven Marcus,1
12601,Alexander Singer,1
12602,Scott Ian,1
12603,Malcolm Dome,1
12604,Lars Ulrich,1
12605,Arnold Friedman,1
12606,Elaine Friedman,1
12607,David Friedman,1
12608,Seth Friedman,1
12609,Robert Crumb,1
12610,Aline Kominsky,1
12611,Charles Crumb,1
12612,Maxon Crumb,1
12613,Peter Archer,1
12614,Sun-Man Bae,1
12615,Daniel Johnston,1
12616,Laurie Allen,1
12617,Brian Beattie,1
12618,Louis Black,1
12619,Bill Cunningham,1
12620,Editta Sherman,1
12621,Patrick McDonald,1
12622,Howard Koda,1
12623,Bill Hicks,2
12624,Dwight Slade,1
12625,Mary Hicks,1
12626,Steve Hicks,1
12627,Hunter S. Thompson,1
12628,Joe Cairo,1
12629,David Carlo,1
12630,Ethel Kennedy,1
12631,Rory Kennedy,1
12632,Ralph Bunche,1
12633,Fidel Castro,2
12634,Yoko Ono,1
12635,Alan Abel,1
12636,Jeanne Abel,1
12637,Frank Murgalo,1
12638,Jenny Abel,1
12639,Jason Becker,1
12640,Dan Alvarez,1
12641,Ehren Becker,1
12642,Gary Becker,1
12643,Graham Dorrington,1
12644,Dieter Plage,1
12645,Adrian de Schryver,1
12646,Letty Aronson,1
12647,Marshall Brickman,1
12648,Mark Hogancamp,1
12649,Emmanuel Nneji,1
12650,Edda Hogancamp,1
12651,Tom Neubauer,1
12652,Blasko,1
12653,Brandon Boyd,1
12654,Mike Brodin,1
12655,Geezer Butler,1
12656,Robert Evans,1
12657,Peter Bart,1
12658,Charlie Bluhdorn,1
12659,Stew Albert,1
12660,Tariq Ali,1
12661,Carl Bernstein,1
12662,Edmund Bacon,1
12663,Edwina Pattison Daniels,1
12664,Balkrishna Doshi,1
12665,Frank Gehry,1
12666,Barry W. Blaustein,1
12667,Vince McMahon,1
12668,Jim Ross,1
12669,Jim Bell,1
12670,Paul Erdös,1
12671,Ronald Graham,1
12672,Joel Spencer,1
12673,J.W.S. Cassels,1
12674,Frier McCollister,1
12675,Wally Wingert,1
12676,Conrad Anker,1
12677,Susan Robertson,1
12678,Robert Macfarlane,1
12679,Peter Gillman,1
12680,Clint Jung,1
12681,Marion Ross,1
12682,Daphne,1
12683,Reanna,1
12684,Gina,1
12685,Shaun,1
12686,Charlie Watts,2
12687,Bill Wyman,1
12688,Ronnie Wood,2
12689,Jack Rebney,1
12690,Ben Steinbauer,1
12691,Nick Prueher,1
12692,Keith Richards,1
12693,Harve Presnell,1
12694,Oliver Litondo,1
12695,Alfred Munyua,1
12696,Manjinder Virk,2
12697,Natalie Gavin,1
12698,Parvani Lingiah,1
12699,Russell Harvard,1
12700,Shoshannah Stern,1
12701,Michael Anthony Spady,1
12702,Renee Leblanc,1
12703,Jonathan Caouette,1
12704,Adolph Davis,1
12705,Rosemary Davis,1
12706,Julia Nickson,1
12707,James Shigeta,1
12708,Michael Bryant,1
12709,Rebecca Callard,1
12710,The Notorious B.I.G.,1
12711,Nick Broomfield,1
12712,Russell Poole,1
12713,Carmen Dell'Orefice,1
12714,Jerry Hall,1
12715,Christie Brinkley,1
12716,Marge Champion,1
12717,Fran Scott Attaway,1
12718,Rudolf Nureyev,1
12719,Gian Maria Volontè,1
12720,Silverio Blasi,1
12721,Muhammad Ali,2
12722,Evel Knievel,1
12723,Joe Cortese,1
12724,Matthew Carroll,1
12725,Lovelady Powell,1
12726,Tom Poston,1
12727,Nancy O'Dell,1
12728,Paul Keeley,1
12729,Art Cohan,1
12730,Mona Washbourne,1
12731,Dragan Maksimovic,1
12732,Mikica Dimitrijevic,1
12733,Athol Fugard,1
12734,Carmen Thomas,1
12735,Cary Guffey,1
12736,John Davis Chandler,1
12737,Alan Manson,1
12738,Derek Keurvorst,1
12739,Katya Ladan,1
12740,Devon Anderson,1
12741,Caris Corfman,1
12742,Charles Chaplin,1
12743,Norman Lloyd,1
12744,Dieter Dengler,1
12745,Eugene Deatrick,1
